id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Weight	Height	Thickness	Length	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording
655	Cuckoo Song	Hardinge	Frances	http://www.franceshardinge.com/	Amulet Books	2015	Hardcover	1.2 pounds	5.5 inches	8.25 inches	1.25 inches	416	English	PZ7.H21834 C	1419714805	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
656	Deeplight	Hardinge	Frances	http://www.franceshardinge.com/	Amulet Books	2020	Hardcover	\N	\N	\N	\N	\N	English	PZ7.H21834 D	1419743201	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
657	Fly by Night	Hardinge	Frances	http://www.franceshardinge.com/	HarperCollins	2008	Paperback	0.76 pounds	7.62 inches	1.08 inches	5.22 inches	512	English	PZ7.H21834 F	0060876301	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
658	Fly Trap	Hardinge	Frances	http://www.franceshardinge.com/	HarperCollins	2011	Hardcover	1.42 pounds	8.58 inches	1.76 inches	5.79 inches	592	English	PZ7.H21834 F	0060880449	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
659	The Lie Tree	Hardinge	Frances	http://www.franceshardinge.com/	Harry N. Abrams	2016	Hardcover	1.19 pounds	5.5 inches	8.25 inches	1.25 inches	384	English	PZ7.H21834 L	1419718959	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
660	The Lost Conspiracy	Hardinge	Frances	http://www.franceshardinge.com/	HarperCollins	2009	Hardcover	1.36 pounds	8.3 inches	1.7 inches	5.7 inches	576	English	PZ7.H21834 L	0060880414	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
661	Verdigris Deep	Hardinge	Frances	http://www.franceshardinge.com/	Macmillan Children's Books	2008	Paperback	0.62 pounds	7.72 inches	0.94 inches	5.12 inches	327	English	PZ7.H21834 W	0330441906	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
662	A Civic Technologist's Practice Guide	Harrell	Cyd	\N	Five Seven Five Books	2020	Paperback	0.55997414548 pounds	9 inches	0.39 inches	6 inches	168	English	\N	1735286508	\N	\N
663	Lying	Harris	Sam	\N	Four Elephants Press	2013	Hardcover	200 pounds	7 inches	0.75 inches	4.75 inches	\N	English, French	BF637.D42	9781940051000	177.3	Ethics > Philosophy and Psychology > Social Ethics  > Truth - Slander - Flattery
664	A Brief History of Time: From the Big Bang to Black Holes	Hawking	Stephen	https://www.hawking.org.uk/	Bantam Books	1990	Paperback	0.6 pounds	9 inches	0.7 inches	5.9 inches	208	English	QB981 .H377	0553346148	523.1	Astronomical objects and astrophysics > Astronomy > Natural sciences and mathematics > Universe
665	The Theory Of Everything	Hawking	Stephen	https://www.hawking.org.uk/	Jaico Publishing House	2007	Paperback	0.9 pounds	8.5 inches	0.6 inches	5.5 inches	132	English	QB985 .H39	8179925919	520	Astronomy > Astronomy > Natural sciences and mathematics
666	The Universe in a Nutshell	Hawking	Stephen	https://www.hawking.org.uk/	Bantam Books	2001	Hardcover	2.03 pounds	8 inches	10.2 inches	0.84 inches	224	English	QC174 .H39	9780553802023	530.12	Natural sciences and mathematics > Physics > Physics > Quantum Mechanics > Theoretical Physics
667	Blue Highways: A Journey into America	Heat-Moon	William Least	\N	Back Bay Books	1999	Paperback	0.89 pounds	5.51 inches	8.23 inches	1.18 inches	448	English	E169.Z8	0316353299	917.304927	Geography and Travel > History and Geography > North America > Travel > United States
668	Made to Stick: Why Some Ideas Survive and Others Die	Heath	Chip	\N	Random House	2007	Hardcover	0.97 pounds	8.5 inches	1.13 inches	5.9 inches	291	English	HM1033 .H43	1400064287	302.13	General topics of social interaction > Social Interaction > Social Sciences > Social choice > Social sciences
670	Building Scalable Web Sites: Building, Scaling, and Optimizing the Next Generation of Web Applications	Henderson	Cal	\N	O'Reilly Media	2006	Paperback	1.03 pounds	9.19 inches	0.72 inches	7.06 inches	352	English	TK5105 .H46	0596102356	5.72	Computer programming, programs, data, security > Computing and Information > Data > Information > Preparation and Representation
671	Dune	Herbert	Frank	\N	Ace Books	1990	Paperback	0.56 pounds	6.88 inches	0.9 inches	4.2 inches	896	English	PS3558.E63	0441172717	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
672	Database Design for Mere Mortals: 25th Anniversary Edition	Hernandez	Michael J	\N	Addison Wesley	2020	Paperback	2.2266688462 pounds	9.15 inches	1.32 inches	7.4 inches	640	English	QA76.D26 H477	0136788041	5.756	Computer programming, programs, data, security > Computing and Information > Data > Information > Relational Databases > Specific Databases And Data Files
673	A Civil Contract	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2011	Paperback	1 pound	8 inches	1.5 inches	5.25 inches	432	English	PR6015.E795 C58	1402238770	813	American fiction > English (North America) > Literature
674	An Infamous Army	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2007	Paperback	1.2 pounds	8 inches	1.28 inches	5.25 inches	512	English	PR6015.E795 I64	9781402210075	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
675	April Lady	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2012	Paperback	0.75 pounds	8 inches	0.72 inches	5.25 inches	288	English	PR6015.E795 A85	1402238789	813	American fiction > English (North America) > Literature
676	Beauvallet	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2010	Paperback	0.79 pounds	8 inches	1.5 inches	5.25 inches	304	English	PR6015.E795 B39	1402219512	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
677	Charity Girl	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	0.55 pounds	8 inches	0.72 inches	5.25 inches	288	English	PZ3.H514 PR6015 .E795	1402213506	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
678	Cotillion	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2007	Paperback	0.85 pounds	8 inches	1.5 inches	5.25 inches	368	English	PR6015.E795 C68	9781402210082	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
679	Devil's Cub	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	0.7 pounds	8 inches	0.8 inches	5.25 inches	320	English	PR6015.E795 D48	9781402219535	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
680	False Colours	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	0.84 pounds	8 inches	0.88 inches	5.25 inches	352	English	PR6015.E795 F35	1402210752	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
681	Faro's Daughter	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	0.69 pounds	8 inches	1.5 inches	5.25 inches	304	English	PR6015.E795 F37	9781402213526	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
682	Frederica	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	1.06 pounds	8 inches	1.5 inches	5.25 inches	448	English	PR6015.E795 F695	1402214766	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
683	Friday's Child	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	1.07 pounds	8 inches	1.08 inches	5.5 inches	432	English	PR6015.E795 F7	1402210795	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
684	Lady of Quality	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	0.6 pounds	8 inches	1.5 inches	5.25 inches	304	English	PR6015.E795 L34	1402210779	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
685	My Lord John	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2009	Paperback	1.1 pounds	8 inches	1.5 inches	5.25 inches	464	English	PZ3.H514 PR6015 .E795	1402213530	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
686	Powder and Patch	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2010	Paperback	0.56 pounds	8 inches	1.5 inches	5.25 inches	208	English	PZ3.H514 P	9781402219498	813	American fiction > English (North America) > Literature
687	Regency Buck	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	0.95 pounds	8 inches	1.04 inches	5.25 inches	416	English	PR6015.E795 R455	1402213492	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
688	Royal Escape	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2008	Paperback	1.09 pounds	7.75 inches	1.05 inches	5.25 inches	464	English	PZ3.H514 PR6015 .E795	1402210760	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
689	Simon the Coldheart	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2008	Paperback	0.91 pounds	8 inches	0.88 inches	5.25 inches	348	English	PR6015.E795 S56	1402213549	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
690	Sylvester: or The Wicked Uncle	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2011	Paperback	0.95 pounds	8 inches	1 inch	5.25 inches	400	English	PZ3.H514 PR6015 .E795	9781402238802	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
691	The Black Moth	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	0.8598028218 pounds	8 inches	0.92 inches	5.25 inches	368	English	PR6015.E795 B49	1402219520	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
692	The Conqueror	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2008	Paperback	1.25 pounds	8 inches	1.2 inches	5.25 inches	480	English	PR6015.E795 C66	9781402213557	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
693	The Convenient Marriage	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	0.75 pounds	8 inches	0.8 inches	5.25 inches	320	English	PR6015.E795 C665	1402217722	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
694	The Foundling	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	1.05 pounds	8 inches	1.5 inches	5.25 inches	439	English	PR6015.E795	9781402219481	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
695	The Grand Sophy	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	0.99 pounds	8 inches	0.96 inches	5.25 inches	384	English	PR6015.E795 G73	140221894X	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
696	The Masqueraders	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	0.8 pounds	8 inches	0.84 inches	5.25 inches	336	English	PR6015.E795 M37	1402219504	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
697	The Nonesuch	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	0.85 pounds	8 inches	1.5 inches	5.25 inches	337	English	PR6015.E795 N66	1402217706	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
698	The Reluctant Widow	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	0.8 pounds	8 inches	0.8 inches	5.25 inches	320	English	PR6015.E795	9781402213519	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
699	The Spanish Bride	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2008	Paperback	1.15 pounds	8 inches	1.25 inches	5.25 inches	480	English	PZ3.H514 S	1402211139	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
700	The Toll-Gate	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2011	Paperback	0.85 pounds	8 inches	0.8 inches	5.25 inches	320	English	PZ3.H514 T	1402238819	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
701	The Unknown Ajax	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2011	Paperback	1 pound	8 inches	0.96 inches	5.25 inches	384	English	PZ3.H514 PR6015 .E795	1402238827	813	American fiction > English (North America) > Literature
702	Venetia	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2011	Paperback	0.9 pounds	8 inches	0.96 inches	5.25 inches	384	English	PR6015.E795 V44	1402238843	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
703	The Talented Mr. Ripley	Highsmith	Patricia	\N	Impress Mystery	2000	Hardcover	0.85 pounds	8.4 inches	0.9 inches	5.7 inches	287	English	PS3558.I366	0762188561	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
704	Assassin's Apprentice	Hobb	Robin	http://www.robinhobb.com/	Del Rey	2019	Hardcover	2.25 pounds	6.4 inches	9.41 inches	1.45 inches	464	English	PS3558.O33636	198481785X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
705	Assassin's Apprentice	Hobb	Robin	http://www.robinhobb.com/	Spectra	1996	Paperback	0.5 pounds	4.17 inches	6.84 inches	0.98 inches	448	English	PS3558.O33636	055357339X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
706	Assassin's Fate	Hobb	Robin	http://www.robinhobb.com/	Del Rey	2017	Hardcover	1.25 pounds	6.5 inches	9.5 inches	2 inches	640	English	PS3558.O33636 A92	0553392956	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
707	Assassin's Quest: The Illustrated Edition	Hobb	Robin	http://www.robinhobb.com/	Del Rey	2021	Hardcover	\N	9.39 inches	2.02 inches	6.46 inches	\N	English	PS3558.O33636 A94	0593157931	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
708	Assassins Quest	Hobb	Robin	http://www.robinhobb.com/	Bantam Books	1997	Hardcover	2.15 pounds	9.4 inches	1.8 inches	6.3 inches	\N	English	PS3558.O33636 A94	\N	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
709	Blood of Dragons	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2013	Hardcover	1.32 pounds	\N	\N	\N	448	English	PS3558.O33636 B56	0062116851	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
710	City of Dragons	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2012	Paperback	\N	\N	\N	\N	352	English	PS3558.O33636 C58	0061561630	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
711	Dragon Haven	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2010	Hardcover	1.49 pounds	9.32 inches	1.31 inches	6.34 inches	528	English	PS3558.O33636 D69	0061931411	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
712	Dragon Keeper	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2010	Hardcover	1.42 pounds	9.26 inches	1.21 inches	6.32 inches	496	English	PS3558.O33636 D73	0061561622	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
713	Fitz and The Fool: Coloring Book	Hobb	Robin	http://www.robinhobb.com/	Dabel Brothers	2018	Paperback	\N	8.5 inches	11 inches	0.12 inches	52	English	\N	0999616366	\N	\N
714	Fool's Assassin	Hobb	Robin	http://www.robinhobb.com/	Del Rey	2014	Hardcover	2.11 pounds	6.4 inches	9.5 inches	2 inches	688	English	PS3558.O33636 F65	0553392425	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
715	Fool's Errand	Hobb	Robin	http://www.robinhobb.com/	Spectra	2002	Hardcover	1.75 pounds	9.4 inches	1.6 inches	6.4 inches	486	English	PS3558.O33636 F66	0553801481	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
716	Fool's Fate	Hobb	Robin	http://www.robinhobb.com/	Spectra	2004	Hardcover	1.99 pounds	9.38 inches	1.48 inches	6.36 inches	640	English	PS3558.O33636 F67	0553801546	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
717	Fool's Quest	Hobb	Robin	http://www.robinhobb.com/	Del Rey	2015	Hardcover	\N	6.45 inches	9.54 inches	1.96 inches	768	English	PS3558.O33636 F675	0553392921	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
718	Forest Mage	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2006	Hardcover	1.63 pounds	8.35 inches	1.73 inches	5.67 inches	736	English	PS3558.O33636 F68	0060757639	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
719	Golden Fool	Hobb	Robin	http://www.robinhobb.com/	Spectra	2003	Hardcover	1.81 pounds	9.06 inches	1.59 inches	6.8 inches	528	English	PS3558.O33636 G65	0553801511	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
721	Renegade's Magic	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2008	Hardcover	2 pounds	\N	2.3 inches	1.57 inches	672	English	PS3558.O33636 R46	0060757647	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
722	Royal Assassin	Hobb	Robin	http://www.robinhobb.com/	Spectra	1997	Paperback	0.7 pounds	4.2 inches	6.89 inches	1.16 inches	688	English	PS3558.O33636 R68	0553573411	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
723	Royal Assassin: The Illustrated Edition	Hobb	Robin	http://www.robinhobb.com/	Penguin Random House	2020	Hardcover	1.25 pounds	9.13 inches	\N	6.13 inches	\N	English	PS3558.O33636 R68	0593157923	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
724	Shaman's Crossing	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2005	Hardcover	1.25 pounds	8.5 inches	1.6 inches	5.8 inches	592	English	PS3558.O33636 S525	0060757620	813	American fiction > English (North America) > Literature
725	Ship of Destiny	Hobb	Robin	http://www.robinhobb.com/	Spectra	2000	Hardcover	1.65 pounds	8.3 inches	1.8 inches	5.7 inches	592	English	PS3558.O33636 S53	0553103237	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
726	Ship of Magic	Hobb	Robin	http://www.robinhobb.com/	Spectra	1998	Hardcover	2.25 pounds	9.2 inches	1.9 inches	6.2 inches	704	English	PS3558.O33636	0553103245	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
727	The Golden Fool	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2008	Paperback	0.84 pounds	\N	\N	\N	712	English	PS3558.O33636 G65	0006486029	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
728	The Inheritance: And Other Stories	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2011	Paperback	0.92 pounds	9.08 inches	1.14 inches	6.26 inches	400	English	PS3558.O33636 I54	0061561649	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
729	The Willful Princess and the Piebald Prince	Hobb	Robin	http://www.robinhobb.com/	Subterranean Press	2013	Hardcover	0.8 pounds	8.1 inches	0.8 inches	5.8 inches	184	English	PS3558.O33636 W55	1596065443	813.6	21st Century > American fiction > English (North America) > Literature
730	Leviathan	Hobbes	Thomas	\N	Penguin Classics	1982	Paperback	1.13 pounds	7.78 inches	1.3 inches	5.28 inches	736	English	JC153 .H65	0140431950	320.1	Political Science  > Political Science  > Social sciences > The State
731	King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa	Hochschild	Adam	\N	Mariner Books	1999	Paperback	1.06 pounds	9.1 inches	0.98 inches	6.16 inches	384	English	DT655 .H63	0618001905	967.51022	Africa > Central Africa > Democratic Republic of the Congo (Congo-Kinshasa -- former Zaire) > Democratic Republic of the Congo (Congo-Kinshasa); Rwanda & Burundi > History and Geography
732	Blitzscaling: The Lightning-Fast Path to Building Massively Valuable Companies	Hoffman	Reid	https://www.reidhoffman.org/	Currency	2018	Hardcover	1 pound	8.52 inches	1.16 inches	5.87 inches	336	English	HD62 .H624	1524761419	658.11	Management > Management and auxiliary services > Of Corporate Finance > Startup Management > Technology and Application of Knowledge
733	The Alliance: Managing Talent in the Networked Age	Hoffman	Reid	https://www.reidhoffman.org/	Harvard Business Review Press	2014	Hardcover	0.7495716908 pounds	8.3 inches	0.9 inches	5.5 inches	224	English	HD58 .H6444	9781625275776	658.3	Management > Management and auxiliary services > Of Personnel > Technology and Application of Knowledge
734	The Start-up of You: Adapt to the Future, Invest in Yourself, and Transform Your Career	Hoffman	Reid	https://www.reidhoffman.org/	Currency	2012	Hardcover	0.83 pounds	8.6 inches	0.9 inches	5.7 inches	272	English	HF5384 .H63	0307888908	650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge
735	Rapid Contextual Design: A How-to Guide to Key Techniques for User-Centered Design	Holtzblatt	Karen	\N	Morgan Kaufmann	2004	Paperback	2.0062065842 pounds	11.2 inches	0.73 inches	8.4 inches	320	English	QA76.S88 H65	9780123540515	4.2	Computer Architectures > Computer science > Computing and Information > Information
736	The Iliad	Homer	\N	\N	Penguin Classics	1998	Paperback	1.61 pounds	8.22 inches	1.78 inches	5.94 inches	704	English	PZ8.H75	0140275363	883.01	Greek and other Classical languages > Literature > Prose and Fiction, Classical Greek > Pseudo-Callisthenes
737	The Odyssey	Homer	\N	\N	Simon & Brown	2011	Paperback	1.15 pounds	9.02 inches	0.79 inches	5.98 inches	352	English	PA4025.A5	1613821166	883.01	Greek and other Classical languages > Literature > Prose and Fiction, Classical Greek > Pseudo-Callisthenes
738	Brave New World	Huxley	Aldous	\N	Harper Perennial	2006	Paperback	0.48 pounds	8.03 inches	0.67 inches	5.36 inches	288	English	PR6015.U9	0060850523	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
739	Dial - A - Ghost	Ibbotson	Eva	\N	Scholastic Press	1996	Paperback	0.35 pounds	7.5 inches	0.6 inches	5.2 inches	195	English	PZ7.I11555 D	043944165X	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
740	Island of the Aunts	Ibbotson	Eva	\N	Puffin	2001	Paperback	0.52 pounds	7.78 inches	0.83 inches	5.09 inches	281	English	PZ7.I11555 I	0142300497	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
741	Journey to the River Sea	Ibbotson	Eva	\N	Puffin	2003	Paperback	0.52 pounds	7.86 inches	0.81 inches	5.06 inches	304	English	PZ7.I11555 J	0142501840	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
917	White Fang and the Call of the Wild	London	Jack	\N	Penguin Books	1994	Paperback	\N	7.09 inches	4.37 inches	0.75 inches	278	English	PS3523.O46 C3	0140621148	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature
742	Not Just a Witch	Ibbotson	Eva	\N	Dutton Juvenile	2003	Hardcover	0.75 pounds	8.3 inches	0.8 inches	5.6 inches	176	English	PZ7.I11555 N	0525471014	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
743	One Dog and His Boy	Ibbotson	Eva	\N	Scholastic Press	2012	Hardcover	0.88 pounds	8.5 inches	1.25 inches	5.75 inches	288	English	PZ7.I11555 O	0545351960	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
744	The Abominables	Ibbotson	Eva	\N	Harry N. Abrams	2013	Hardcover	0.88 pounds	7.875 inches	1 inch	5.75 inches	272	English	PZ7.I117 A	1419707892	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
745	The Beasts of Clawstone Castle	Ibbotson	Eva	\N	Puffin	2007	Paperback	0.44 pounds	7.98 inches	0.68 inches	4.83 inches	256	English	PZ7.I117 B	0142409316	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
746	The Dragonfly Pool	Ibbotson	Eva	\N	Puffin	2009	Paperback	0.66 pounds	7.8 inches	1 inch	5.1 inches	384	English	PZ7.I117 D	0142414867	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
902	The Bogleheads' Guide to Investing	Lindauer	Mel	\N	Wiley	2021	Paperback	0.92153225516 pounds	9 inches	0.76 inches	6 inches	336	English	HG4521 .L3194	1119847672	332.6	Economics > Finance > Investing > Social sciences
747	The Great Ghost Rescue	Ibbotson	Eva	\N	Dutton Juvenile	2002	Hardcover	0.72 pounds	8.76 inches	0.77 inches	5.48 inches	144	English	PZ7.I11555 G	0525467696	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
748	The Haunting of Granite Falls	Ibbotson	Eva	\N	Puffin	2005	Paperback	0.39 pounds	0.6 inches	5.04 inches	7.88 inches	216	English	PZ7.I117 H	141769498X	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
749	The Morning Gift	Ibbotson	Eva	\N	Speak	2007	Paperback	0.89 pounds	8.21 inches	1.07 inches	5.19 inches	416	English	PR6059.B3 M67	0142409111	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
750	The Ogre Of Oglefort	Ibbotson	Eva	\N	Turtleback	2012	Hardcover	\N	\N	\N	\N	\N	English	PZ7.I11555 O	0606260889	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
751	The Secret of Platform 13	Ibbotson	Eva	\N	Puffin	1999	Paperback	0.4 pounds	7.78 inches	0.69 inches	5.07 inches	231	English	PZ8.I25 S	0141302860	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
752	The Star of Kazan	Ibbotson	Eva	\N	Puffin	2006	Paperback	0.69 pounds	7.74 inches	1.11 inches	5.12 inches	416	English	PZ7.I117 S	0142405825	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
753	Which Witch?	Ibbotson	Eva	\N	Puffin	2000	Paperback	0.45 pounds	7.94 inches	0.66 inches	5.06 inches	249	English	PZ7.I11555 W	0141304278	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
754	The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company	Iger	Robert	\N	Random House	2019	Hardcover	1.1 pounds	9.54 inches	0.94 inches	6.36 inches	272	English	PN1998.I28 A3	0399592091	658.4092	Executive > Leadership > Management > Management and auxiliary services > Personal Aspects > Technology and Application of Knowledge
755	Macintosh Human Interface Guidelines	Inc.	Apple Computer	\N	Addison Wesley	1993	Paperback	\N	\N	\N	\N	\N	English	QA76.M3 M328	9780201622164	5.265	Computer programming, programs, data, security > Computing and Information > For Specific Computers > Information > Personal Computers > Programming for Specific Environments
756	Never Let Me Go	Ishiguro	Kazuo	\N	Vintage	2006	Paperback	0.5 pounds	5.2 inches	8.01 inches	0.64 inches	288	English	PR6059.S5	1400078776	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
757	The Buried Giant	Ishiguro	Kazuo	\N	Knopf	2015	Hardcover	1.25 pounds	6.47 inches	9.53 inches	1.15 inches	336	English	PR6059.S5	030727103X	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
