id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Weight	Height	Thickness	Length	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording
109	The Cambridge Atlas of Astronomy	Audouze	Jean	\N	Cambridge University Press	1994	Hardcover	6.85 pounds	8.94 inches	12.2 inches	1.38 inches	471	English	QB65 .G6813	0521434386	523	Astronomical objects and astrophysics > Astronomy > Natural sciences and mathematics
110	Emma	Austen	Jane	\N	Dover Publications	2011	Paperback	0.7 pounds	8 inches	1.3 inches	5.1 inches	448	English	\N	0486478041	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature
111	Emma	Austen	Jane	\N	Rupa & Co.	2009	Paperback	\N	\N	\N	\N	\N	\N	PR4034 .E5	8171674097	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature
112	Jane Austen: Seven Novels	Austen	Jane	\N	Barnes and Noble	2007	Hardcover	3.88 pounds	9.45 inches	2.36 inches	6.46 inches	1232	English	PR4030	143510319X	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature
113	Mansfield Park	Austen	Jane	\N	Rupa & Co.	2002	Paperback	\N	\N	\N	\N	384	English	PR4034 .M3	8171674356	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature
114	Northanger Abbey	Austen	Jane	\N	Modern Library	2002	Paperback	0.44 pounds	5.15 inches	7.99 inches	0.55 inches	256	English	PR4034 .N7	0375759174	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature
115	Persuasion	Austen	Jane	\N	Bantam Dell	1980	Paperback	0.31 pounds	4.15 inches	6.85 inches	0.64 inches	288	English	PR4034 .P4	0553211374	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature
116	Pride and Prejudice	Austen	Jane	\N	Bantam Classics	1983	Paperback	0.38 pounds	4.16 inches	6.87 inches	0.76 inches	352	English	PR4034	0553213105	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature
117	Sense and Sensibility	Austen	Jane	\N	Wordsworth Editions Ltd	1992	Paperback	0.45 pounds	7.7 inches	0.8 inches	5 inches	320	English	PR4034 .S4	1853260169	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature
118	A Memoir of Jane Austen: and Other Family Recollections	Austen-Leigh	James Edward	\N	Oxford University Press	2008	Paperback	0.57761112644 pounds	0.9 inches	5 inches	7.5 inches	276	English	PR4036 .A8	9780199540778	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature
119	Crispin: At the Edge of the World	Avi	\N	\N	Hyperion Book CH	2008	Paperback	0.48 pounds	7.64 inches	0.57 inches	5.6 inches	256	English	PZ7.A953 C	142310305X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
120	Crispin: The Cross of Lead	Avi	\N	\N	Scholastic Press	2004	Paperback	0.35 pounds	7.5 inches	0.8 inches	5.2 inches	262	\N	PZ7.A953 C	0439574684	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
121	The True Confessions of Charlotte Doyle	Avi	\N	\N	HarperCollins	1997	Paperback	0.35 pounds	8 inches	0.7 inches	5.9 inches	240	\N	PZ7.A953 T	0380728850	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
122	Islam: Faith and History	Ayoub	Mahmoud M.	\N	Oneworld Publications	2005	Paperback	0.65 pounds	8.3 inches	0.8 inches	5.3 inches	256	English	BP161 .A96	185168350X	200	Religion > Religion > Religions
123	My Grandmother Asked Me to Tell You She's Sorry	Backman	Fredrik	\N	Washington Square Press	2016	Paperback	1 pound	5.31 inches	8.25 inches	1 inch	400	English	PT9877.A32 M5613	1501115073	839.73	German and Germanic > Literature > Literature in other Germanic languages  > Swedish fiction > Swedish literature
124	The Art of Community: Building the New Age of Participation	Bacon	Jono	\N	O'Reilly Media	2012	Paperback	1.95 pounds	7 inches	9.19 inches	1.1 inches	576	English	TK5105.83 .B33	0596156715	303	Social Processes > Social Sciences > Social sciences
125	SEO for Everyone	Baggs	Rebekah	\N	A Book Apart	2021	Paperback	\N	\N	\N	\N	\N	\N	\N	9781952616075	\N	\N
126	Implementing Value Pricing: A Radical Business Model for Professional Firms	Baker	Ronald J.	\N	Wiley	2010	Hardcover	1.6314207388 pounds	9 inches	1.09 inches	6 inches	400	English	HF5416.5 .B34	9780470584613	658.8	Management > Management and auxiliary services > Of Marketing > Technology and Application of Knowledge
127	Consider Phlebas	Banks	Iain M.	\N	Orbit	2003	Paperback	0.74 pounds	\N	7.76 inches	4.96 inches	480	English	PR6052.A485	1857231384	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
128	The Hydrogen Sonata	Banks	Iain M.	\N	Orbit	2013	Paperback	1.04 pounds	\N	\N	\N	544	English	PR6052.A485 H93	0316212369	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
129	The Player of Games	Banks	Iain M.	\N	Orbit	1989	Paperback	0.5 pounds	\N	7.72 inches	4.96 inches	320	English	PR6052.A485	1857231465	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
130	Use of Weapons	Banks	Iain M.	\N	Orbit	1992	Paperback	0.67 pounds	\N	7.72 inches	4.96 inches	432	English	PR6052.A485 U84	185723135X	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
131	Dawnthief	Barclay	James	\N	Pyr	2009	Paperback	1.21 pounds	0.87 inches	8.82 inches	6.02 inches	403	English	PR6102.A76 D39	1591027799	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period
132	A Beautiful Constraint: How To Transform Your Limitations Into Advantages, and Why It's Everyone's Business	Barden	Mark	\N	Wiley	2015	Hardcover	1.53882658876 pounds	8.098409 inches	0.799211 inches	8.200771 inches	288	English	HF5386 .M674	9781118899014	650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge
133	Peter Pan	Barrie	J. M.	\N	Viking Juvenile	1991	Hardcover	1.95 pounds	8.74 inches	10.24 inches	0.75 inches	192	English	PZ7.B27539 P	0670841803	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period
134	Peter Pan	Barrie	J. M.	\N	Waldman Publishing Corp.	2008	Paperback	0.85 pounds	7.8 inches	1 inch	5.4 inches	240	English	PZ7.B27539	1603400656	745	Decorative Arts > Graphic arts and decorative arts > The arts
135	Trains	Barton	Byron	\N	T.Y. Crowell Junior Books	1986	Hardcover	0.4 pounds	6.34 inches	0.37 inches	7.3 inches	32	English	TF148 .B27	0694000612	385.37	Commerce, Communications, Transportation > Facilities and vehicles > Social sciences > Trains and Railroads
136	The Wonder That Was India	Basham	A.L.	\N	Picador	2005	Paperback	1.75 pounds	8.9 inches	1.6 inches	6 inches	572	English	DS425 .B33	033043909X	954	Asia > History and Geography > India and South Asia
161	How To Cook Everything: Simple Recipes for Great Food	Bittman	Mark	\N	Wiley	2006	Paperback	3.33 pounds	9.12 inches	1.82 inches	8.06 inches	960	\N	TX714 .B573	0471789186	641	Food And Drink > Home and family management > Technology and Application of Knowledge
137	Web Programming: Building Internet Applications	Bates	Chris	\N	Wiley	2006	Paperback	2.6 pounds	9.23 inches	1.35 inches	7.48 inches	678	English	QA76.625 .B38	0470017759	5.276	Computer programming, programs, data, security > Computing and Information > For Networked Multimedia Systems > Information > Programming for Specific Environments > Web Programming
138	The Wizard of Oz	Baum	L. Frank	\N	Moby Books	1978	Paperback	0.25 pounds	5.3 inches	0.6 inches	4.1 inches	235	English	PZ7.B327	\N	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature
139	The Wizard of Oz	Baum	L. Frank	\N	Puffin	1994	Paperback	0.35 pounds	5.08 inches	7.78 inches	0.53 inches	188	English	PZ7.B327	0140366938	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature
140	Understanding Your Users: A Practical Guide to User Research Methods	Baxter	Kathy	\N	Morgan Kaufmann	2015	Paperback	2.5573622392 pounds	9.1 inches	1.1 inches	7.4 inches	568	English	QA76.H85 C69	0128002328	4.019	Computer Interaction With Humans > Computer science > Computer science -- subdivisions > Computing and Information > Information > Theory And Instruction
1045	Usability Engineering	Nielsen	Jakob	\N	Academic Press Inc	1993	Hardcover	\N	\N	\N	\N	\N	English	QA76.U83 N54	0125184050	6	Computing and Information > Information > Special Topics
141	Mexican Everyday	Bayless	Rick	\N	VIZ Media LLC	2005	Hardcover	2.37 pounds	9.3999812 inches	1.1999976 inches	7.7999844 inches	288	English	TX716.M4 B293	039306154X	641.5972	Cooking characteristic of specific geographic environments, ethnic cooking > Cooking, cookbooks > Food And Drink > Home and family management > Mexico, Central America, and the Caribbean > North America > Technology and Application of Knowledge
142	More Mexican Everyday: Simple, Seasonal, Celebratory	Bayless	Rick	\N	W. W. Norton & Company	2015	Hardcover	2.58602233326 pounds	9.499981 inches	1.1999976 inches	7.7999844 inches	\N	English	TX716.M4 B2952	0393081141	641.5972	Cooking characteristic of specific geographic environments, ethnic cooking > Cooking, cookbooks > Food And Drink > Home and family management > Mexico, Central America, and the Caribbean > North America > Technology and Application of Knowledge
143	Rick Bayless Mexico One Plate At A Time	Bayless	Rick	\N	Scribner	2000	Hardcover	2.64995638924 pounds	9.25 inches	1.3 inches	7.375 inches	384	English	TX716.M4 B29523	068484186X	641.5972	Cooking characteristic of specific geographic environments, ethnic cooking > Cooking, cookbooks > Food And Drink > Home and family management > Mexico, Central America, and the Caribbean > North America > Technology and Application of Knowledge
144	The Last Unicorn	Beagle	Peter S.	\N	Roc	1991	Paperback	0.55 pounds	8.02 inches	0.63 inches	5.34 inches	304	\N	PS3552.E13 L37	0451450523	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
145	A Long Way Gone: Memoirs of a Boy Soldier	Beah	Ishmael	\N	Farrar, Straus and Giroux	2007	Hardcover	0.95 pounds	8.3 inches	1 inch	5.8 inches	240	English	DT516.B43 A3	0374105235	966.404	Africa > History and Geography > Sierra Leone > West Africa
146	The Military Science of Star Wars	Beahm	George	\N	Tor Books	2018	Hardcover	1.74 pounds	\N	\N	\N	304	English	\N	1250124743	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts
147	Range of Ghosts	Bear	Elizabeth	\N	Tor Books	2012	Hardcover	1.11 pounds	6.14 inches	9.25 inches	1.1 inches	336	English	PS3602.E2475 R36	0765327546	813.6	21st Century > American fiction > English (North America) > Literature
148	Shattered Pillars	Bear	Elizabeth	\N	Tor Books	2013	Hardcover	1 pound	6.14 inches	9.25 inches	1.14 inches	336	English	PS3602.E2475 S53	0765327554	813.6	21st Century > American fiction > English (North America) > Literature
149	Steles of the Sky	Bear	Elizabeth	\N	Tor Books	2014	Hardcover	1 pound	\N	\N	\N	432	English	PS3602.E2475 S74	0765327562	813.6	21st Century > American fiction > English (North America) > Literature
150	Test Driven Development: By Example	Beck	Kent	\N	Addison Wesley	2002	Paperback	1.65 pounds	7.3 inches	9.2 inches	0.7 inches	240	English	QA76.T48 B43	0321146530	5.14	Computer programming, programs, data, security > Computing and Information > Information > Programming > Software Testing
151	The Messy Middle: Finding Your Way Through the Hardest and Most Crucial Part of Any Bold Venture	Belsky	Scott	\N	Portfolio	2018	Hardcover	1.55 pounds	9.3 inches	1.34 inches	7.2 inches	416	English	HD62.5	0735218072	658.4	Executive > Management > Management and auxiliary services > Technology and Application of Knowledge
152	The Uncommon Reader	Bennett	Alan	\N	Farrar, Straus and Giroux	2007	Hardcover	0.5 pounds	7.82 inches	0.61 inches	5.2 inches	120	English	PR6052.E5 U53	0374280967	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period
153	City of Blades	Bennett	Robert Jackson	https://www.robertjacksonbennett.com/	Broadway Books	2016	Paperback	0.81 pounds	5.17 inches	7.93 inches	1.06 inches	496	English	PS3602.E66455 C57	0553419714	813.6	21st Century > American fiction > English (North America) > Literature
154	City of Miracles	Bennett	Robert Jackson	https://www.robertjacksonbennett.com/	Broadway Books	2017	Paperback	0.81 pounds	5.19 inches	8 inches	0.94 inches	464	English	PS3602.E66455 C572	0553419730	813.6	21st Century > American fiction > English (North America) > Literature
155	City of Miracles	Bennett	Robert Jackson	https://www.robertjacksonbennett.com/	Broadway Books	2017	Paperback	0.81 pounds	5.19 inches	8 inches	0.94 inches	464	English	PS3602.E66455 C572	0553419730	813.6	21st Century > American fiction > English (North America) > Literature
156	City of Stairs	Bennett	Robert Jackson	https://www.robertjacksonbennett.com/	Broadway Books	2014	Paperback	0.75 pounds	5.18 inches	7.96 inches	0.94 inches	452	English	PS3602.E66455 C58	080413717X	813.6	21st Century > American fiction > English (North America) > Literature
157	Foundryside	Bennett	Robert Jackson	https://www.robertjacksonbennett.com/	Crown	2018	Hardcover	\N	6.4 inches	9.54 inches	1.61 inches	512	English	PS3602.E66455	1524760366	813.6	21st Century > American fiction > English (North America) > Literature
158	The Computer Connection	Bester	Alfred	\N	Berkley	1976	Paperback	0.5 pounds	7 inches	1 inch	5 inches	217	English	PS3552.E796 C66	0425039838	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
159	Arjuna and the Hunter	Bharavi	\N	\N	Harvard University Press	2016	Hardcover	\N	5.24 inches	7.99 inches	0.59 inches	480	English	PK3791.B252 K5813	0674504968	891.21	Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Sanskrit > Sanskrit poetry
160	Poems from the Satsai	Biharilal	\N	\N	Harvard University Press	2021	Hardcover	0.7 pounds	8.25 inches	0.75 inches	5.5 inches	\N	English	PK1967.V47 S2713	0674987071	\N	\N
408	The Boomerang Clue	Christie	Agatha	https://www.agathachristie.com/	Dell	1975	Paperback	\N	\N	\N	\N	\N	English	PR6005.H66 W48	\N	813	American fiction > English (North America) > Literature
162	Testing Business Ideas: A Field Guide for Rapid Experimentation	Bland	David J.	\N	Wiley	2019	Paperback	2.19139488428 pounds	7.40156 inches	0.901573 inches	9.401556 inches	368	English	HD30 .B5926	1119551447	658.4034	Decision-making And Knowledge Management > Executive > Management > Management and auxiliary services > Technology and Application of Knowledge
163	The Four Steps to the Epiphany: Successful Strategies for Products that Win	Blank	Steve	\N	Wiley	2020	Hardcover	\N	9.299194 inches	0.901573 inches	7.499985 inches	\N	English	HB615 .B6225	1119690358	658.8	Management > Management and auxiliary services > Of Marketing > Technology and Application of Knowledge
164	The Startup Owner's Manual: The Step-By-Step Guide for Building a Great Company	Blank	Steve	\N	K & S Ranch	2012	Paperback	2.65 pounds	9.4488 inches	1.1811 inches	7.67715 inches	608	English	HD62.5 .B53	0984999302	658.11	Management > Management and auxiliary services > Of Corporate Finance > Startup Management > Technology and Application of Knowledge
193	The Book of Jhereg	Brust	Steven	http://dreamcafe.com/	Ace Books	1999	Hardcover	1.75 pounds	8.9 inches	1.7 inches	6.3 inches	471	English	PS3552.R84 A6	0739406671	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature
165	Iraq 100: The First Anthology of Science Fiction to Have Emerged from Iraq	Blasim	Hassan	\N	Tor Books	2017	Paperback	1.11 pounds	\N	\N	\N	224	English	PJ8046.E5 I73	1250161320	892.73010832567	Arabic (Egypt, Lebanon, Palestine, Saudi Arabia, Sudan) > Arabic fiction > Literature > Literature of other languages > Middle Eastern languages
166	Fanatical Prospecting: The Ultimate Guide to Opening Sales Conversations and Filling the Pipeline by Leveraging Social Selling, Telephone, Email, Text, and Cold Calling	Blount	Jeb	\N	Wiley	2015	Hardcover	0.95680621708 pounds	8.598408 inches	1.200785 inches	5.799201 inches	304	English	HF5438.25 .B568	1119144752	658.8	Management > Management and auxiliary services > Of Marketing > Technology and Application of Knowledge
167	The Best American Science and Nature Writing 2014	Blum	Deborah	\N	Mariner Books	2014	Paperback	0.6 pounds	5.5 inches	8.25 inches	0.88 inches	352	English	PN6071.S3 B46	054400342X	810.8	American literature > Anthologies and Collections > English (North America) > Literature
